7777792,165595
7777793,136201
7777794,143040
7777795,122863
7777796,165315
7777797,165314
7777798,5356
7777799,165303
7777800,165354
7777801,165353
7777802,165355
7777803,165356
7777804,162904
7777805,165357
7777806,7777807
7777808,164517
7777809,165361
7777810,1652
7777811,160124
7777812,162565
7777813,817
7777814,165522
7777818,164511
7777821,165090
7777822,5096
260,1272
7777823,165341
7777824,164800
7777825,165726
7777826,1691
7777827,165342
7777828,165343
7777829,165345
7777830,165352
7777831,1249
7777832,500632
7777833,113116
7777834,165329
7777835,165330
7777836,165328
7777837,5192
7777838,5334
7777839,644
7777840,156441
7777841,165596
7777842,165597
7777843,5087
7777844,165332
7777845,165719
7777846,165335
7777847,165336
7777848,121543
7777849,165319
7777850,5008
7777851,5170
7777852,165338
7777853,165321
7777854,117655
7777855,165323
7777856,165598
7777857,165339
7777862,165038
7777863,1489
7777872,165053
7777873,165054
7777874,165290
7777875,161652
7777876,161653
7777877,165602
7777878,165307
7777880,162561
7777894,142371
7777916,162199
7777918,165525
7777919,162200
7777920,165526
7777921,162560
7777922,792
7777924,1661
7777925,1204
7777926,1205
7777927,1206
7777928,1207
7777929,104565
7777930,164854
7777931,162563
7777933,165523
7777934,162201
7777935,165524
7777936,164512
7778003,165895
7778009,164987
7778015,164989
7778020,165502
7778052,164949
7778053,164947
7778108,164506
7778109,164513
7778111,165708
7778124,165527
7778125,165528
7778126,165529
7778127,165540
7778128,165530
7778129,165531
7778130,165532
7778131,165539
7778132,165533
7778133,165534
7778134,165535
7778135,165536
7778136,162564
7778137,165537
7778139,160104
7778140,1652
7778143,165045
7778144,165599
7778145,165900
7778147,159599
7778237,160536
7778306,160561
7778353,622
7778354,165544
7778355,165242
7778361,165943
7778362,165942
7778364,165724
7778365,165725
7778367,103231
7778370,159368
7778371,1732
1739,1065
1740,1066
7778372,1443
7778374,160856
7778376,165639
7778377,165638
7778385,165634
7778392,1513
7778407,165723
7778408,162240
7778410,165702
7778418,165901
7778419,165903
7778431,165620
7778442,164991
7778443,164992
7778444,164994
7778448,140148
7778449,122727
7778451,165908
7778452,165906
7778460,165905
7778461,165911
7778462,165909
7778463,165907
7778469,165055
7778517,792
7778529,5356
7778530,165039
7778531,164855
7778532,165057
7778533,164513
7778539,163258
7778548,165068
7778554,164505
7778555,165541
7778556,165542
7778557,162559
7778558,165618
86,5096
88,5497
331,678
1717,1319
1169,1023
1719,1024
1716,1022
1150,1025
330,729
309,654
308,653
1530,785
365,1132
317,160053
1167,1008
7777910,165746
228,165920
313,164364
451,165923
1151,655
368,1133
1175,1006
1159,1007
7777908,165926
1176,1009
1153,730
1170,165919
1168,1338
1718,1339
1156,1340
7777906,1341
7777907,165395
1158,165730
2,703
8,664
286,299
284,1228
285,1229
262,32
1157,159430
7777905,165715
123,162476
7778013,164980
1535,162080
1536,162081
1427,163523
1724,160566
7778024,165978
7778092,165988
7778093,165716
315,856
7778019,165987
7778015,164989
7778016,165414
7778018,164984
