262,32
1,42
46,102
279,171
280,190
1727,206
286,299
1635,374
1742,374
34,437
181,512
7778353,622
954,624
953,627
1213,635
7777839,644
308,653
309,654
1151,655
8,664
331,678
2,703
330,729
1153,730
11,767
311,780
1530,785
17,792
7777922,792
7778517,792
18,794
955,796
957,802
958,805
1186,813
1223,817
7777813,817
1029,823
315,856
1049,971
1031,990
1175,1006
1159,1007
1167,1008
1176,1009
1716,1022
1169,1023
1719,1024
1150,1025
352,1054
347,1056
1522,1056
351,1058
349,1059
346,1060
353,1063
80,1
1739,1
81,2
7777767,1107
1740,2
13,1067
523,1072
520,1073
1571,1073
524,1074
1574,1074
1575,1074
454,1083
28,1107
365,1132
368,1133
1099,1151
984,1154
789,1175
861,1204
7777925,1204
864,1205
7777926,1205
856,1206
865,1206
7777927,1206
866,1207
1249,1207
7777928,1207
284,1228
285,1229
7777831,1249
52,1252
260,1272
1717,164427
1168,1338
1718,1339
1156,1340
7777906,1341
1000,1342
389,1354
391,1356
421,1427
778,1434
441,1438
7778372,1443
7777863,1489
7778392,1513
908,1538
215,1542
915,1542
464,1560
1070,1593
1073,1594
23,1652
1184,1652
7777810,1652
7778140,1652
862,1659
871,1660
7777924,1661
868,1662
872,1663
7777826,1691
1079,1712
1523,1714
7777752,1714
193,1727
204,1727
536,1727
528,1728
527,1731
526,1732
7778371,1732
1069,1856
1072,1857
188,5008
7777850,5008
1020,5012
1023,5018
1024,5027
1027,5030
1033,5033
1032,5034
1034,5035
1041,5041
1040,5042
1038,5043
1036,5046
84,5085
568,5086
569,5087
7777843,5087
570,5088
85,5089
1734,165582
571,5090
1735,165581
7777822,5096
86,5096
7777851,5170
7777837,5192
573,5226
87,5242
816,5253
1741,5271
575,5272
407,5275
408,5278
405,5279
1015,5328
1018,5330
1017,5332
7777838,5334
1026,5337
1022,5339
1025,5340
1035,5344
1037,5350
1039,5354
860,5356
7777798,5356
7778529,5356
1731,162225
88,5497
350,5555
1103,5585
577,5596
1076,5608
348,5615
459,5618
995,5954
956,70056
1198,74250
960,75523
37,75948
1201,76488
7777758,77918
959,80586
36,82900
1187,83412
952,86663
1191,103166
7778367,103231
1190,104565
1226,104565
7777929,104565
625,112992
7777833,113116
439,114100
1030,114100
7777790,114382
7777785,115505
7777786,116505
1714,116743
1019,117543
7777854,117655
989,119537
1046,119566
7777789,120345
7777848,121543
671,121629
993,121657
191,121697
203,122496
7778449,122727
7777795,122863
906,123801
1715,125886
543,130428
706,133473
1047,136201
7777793,136201
555,136443
190,136455
7777787,138291
196,139084
7778448,140148
201,140238
870,142177
7777894,142371
554,142630
7777794,143040
194,143264
574,147096
20901,153087
7777840,156441
7777757,159218
1088,159298
7778370,159368
1157,159430
1521,159461
1520,159465
863,159599
7778147,159599
97,159635
44,159834
1010,160026
317,160053
7778139,160104
7777811,160124
1245,160221
850,160290
7777751,160291
1068,160429
1043,160442
1536,160530
978,160534
1732,160535
7777761,160535
7778237,160536
1053,160538
243,160539
1052,160540
1055,160541
0,160542
884,160545
859,160554
1613,160554
858,160555
650,160559
7778306,160561
79,160563
7777768,165242
1724,160566
1722,160567
1723,160569
7777759,160581
7778374,160856
1556,160858
1555,160862
1189,161364
7777875,161652
7777876,161653
1535,164180
7777916,162199
7777919,162200
7777934,162201
1703,162227
7778408,162240
1615,162325
123,162476
7778557,162559
7777921,162560
7777880,162561
7777931,162563
7778136,162564
7777812,162565
1051,162729
7777749,162729
1009,159468
1012,162752
7777804,162904
911,162944
910,162946
1596,163101
7778539,163258
1427,163523
1105,163555
1628,163736
