1340,165678
7778003,165895
1001,165313
554,142630
543,130428
1109,165318
7777831,1249
7777832,500632
1019,117543
1042,165317
7777833,113116
279,171
1002,165327
7777837,5192
7777856,165598
7777838,5334
7777839,644
7777840,156441
7777802,165355
7777799,165303
7777841,165596
7777830,165352
240,165350
7777801,165353
7777873,165054
7777787,138291
7777785,115505
7777786,116505
574,147096
7777824,164800
555,136443
528,1728
1088,159298
7777850,5008
1113,165325
7777851,5170
7777854,117655
7777849,165319
1008,165330
7777834,165329
174178,165339
993,121657
7777780,165360
866,1207
1035,5344
995,5954
7777757,159218
353,1063
7777758,77918
1249,1207
80,1065
81,1066
199,165589
7777788,165590
7777789,120345
1714,116743
1715,125886
573,5226
7777790,114382
7777791,165052
7777843,5087
1005,165316
7777796,165315
7777809,165361
7777793,136201
7777794,143040
7777795,122863
7777797,165314
7777796,165315
1107,165333
7777844,165332
1006,165326
7777845,165719
1008,165330
188,5008
7777835,165330
7777836,165328
1113,165325
7777853,165321
7777855,165323
7777846,165335
989,119537
7777847,165336
7777848,121543
7777852,165338
861,1204
1009,5327
1010,1068
7777877,165602
7777878,165307
1015,5328
864,1205
1018,5330
1020,5012
7777801,165353
1021,165345
865,1206
1023,5018
1024,5027
1025,5334
1026,5337
1027,5030
1030,114100
866,1207
1031,990
1032,5034
1033,5033
1034,5035
1036,5046
1037,5350
1025,5340
1038,5043
1039,5354
1040,5042
1041,5041
1042,507
7777826,1691
348,5615
350,5555
349,1059
1522,1056
351,1058
28,1107
850,160290
7777751,160291
7777752,1714
1523,1714
906,123801
1520,159465
1076,5608
1521,159461
20901,153087
18,161103
201,140238
706,133473
194,1727
204,1727
193,1727
988,165325
1727,206
181,512
190,136455
7777792,165595
199,165589
671,121629
1637,165305
196,139084
191,121697
1047,136201
7777821,165036
1570,164423
1571,1073
1628,163736
1574,1074
1575,1074
7777801,165353
7777787,138291
7777785,115505
7777786,116505
574,147096
1029,823
7777842,165597
33,5622
963,105218
990,165573
994,165332
28,165678
464,165677
1404,165676
459,159425
778,1434
80,1065
81,1066
13,1067
1704,165304
1043,160442
7777825,165344
7777823,165341
7777828,165343
1,42
7777827,165342
7777800,165354
863,159599
7778531,164855
7778532,165057
391,1356
7777862,165038
1734,5089
1735,5090
7778530,165039
1733,164429
7778529,5356
1731,5376
1703,162227
7778533,164513
85,5089
7777760,165305
7778141,7778141
1079,1712
568,5086
571,5090
7778539,163258
7777798,5356
7777822,165036
84,5085
1066,160542
7777750,164946
7777779,164349
45,165601
575,5272
732,165893
1072,1857
1073,1594
387,1343
1074,164939
7778355,165242
389,1354
1105,163555
1071,164936
1069,1856
1070,1593
421,1427
577,5596
569,5087
441,1438
625,112992
7777783,165679
536,1727
7777894,142371
7777784,165214
1103,5585
526,1732
1099,1151
527,1731
7777766,165712
203,122496
7777761,160535
984,1154
7778449,122727
570,5088
7778020,165502
87,5242
7777759,160581
7778461,165911
7777753,165426
7778452,165906
7778463,165907
7778419,165903
7778143,165045
7778145,165900
7777857,165339
7778451,165908
454,1083
7777829,165345
7778418,165901
7778462,165909
7778448,140148
7778144,165599
88,5497
2,703
7777925,165643
1730,164426
1153,5498
7777927,165645
7777926,165644
7777928,165646
1068,160429
816,5253
1012,162752
1717,1021
7778460,165905
7777762,165829
7777763,165830
1245,160221
